Time (s),X position (m),Y position (m),Z position (m),Rocket axis vector X,Rocket axis vector Y,Rocket axis vector Z,Velocity Vx  (m/s),Velocity Vy  (m/s),Velocity Vz  (m/s),angular velocity omegaX (rad/s),angular velocity omegaY (rad/s),angular velocity omegaZ (rad/s),Acceleration Ax (m/s2),Acceleration Ay (m/s2),Acceleration Az (m/s2),Angular Acceleration X (rad/s2),Angular Acceleration Y (rad/s2),Angular Acceleration Z (rad/s2),Angle of attack alpha (rad),alpha at CP (rad),Moment arm (m),Force X (N),Force Y (N),Force Z (N),Torque X (Nm),Torque Y (Nm),Torque Z (Nm),Thrust (N),Mass (kg),C.O.M distance from nose (m),Ixx (kg m2),Iyy (kg m2),Izz (kg m2),Windspeed X (m/s),Windspeed Y (m/s),atmospheric density (kg/m3),atmospheric temperature (K),
2.1491,-4.3687,-12.8575,366.0491,-0.039249,-0.06406,0.99717,-6.169,-15.6217,326.4358,-0.046638,0.00056152,-0.0017184,-3.9216,-7.4907,94.5992,-0.73187,-0.1752,-0.070567,0.00083767,0.00079577,0.30263,-18.8442,-35.9947,454.5729,-1.1263,-0.27219,-0.061837,725.8883,4.8053,1.2837,1.5365,1.5365,0.00059376,-6.7402,-5.0811,1.1915,283.9271,
2.1512,-4.3818,-12.8907,366.7419,-0.039249,-0.063959,0.99718,-6.1783,-15.6399,326.6864,-0.04813,0.00014919,-0.0015027,-3.9004,-7.391,94.5,-0.64929,-0.18418,-0.18104,0.00076282,0.00072005,0.30271,-18.7397,-35.5102,454.0266,-1.0061,-0.29702,-0.058736,725.6041,4.8045,1.2836,1.5362,1.5362,0.00059349,-6.7461,-5.0725,1.1914,283.9255,
2.1532,-4.394,-12.9214,367.3841,-0.039249,-0.063864,0.99719,-6.1868,-15.6566,326.9184,-0.049332,-0.00021325,-0.002068,-3.8818,-7.2962,94.4083,-0.58206,-0.21022,0.006021,0.0006929,0.00064967,0.30279,-18.6476,-35.0496,453.5216,-0.8915,-0.31876,-0.055479,725.3408,4.8038,1.2836,1.536,1.536,0.00059325,-6.7517,-5.0646,1.1913,283.924,
2.1551,-4.4061,-12.9522,368.0267,-0.03925,-0.063766,0.99719,-6.1953,-15.673,327.1502,-0.050397,-0.00062148,-0.0023385,-3.8642,-7.1993,94.3166,-0.50875,-0.2284,0.083971,0.00062317,0.00057992,0.30287,-18.5602,-34.5792,453.0169,-0.77421,-0.33919,-0.052093,725.0775,4.8032,1.2835,1.5358,1.5358,0.000593,-6.7572,-5.0566,1.1912,283.9225,
2.1571,-4.4183,-12.983,368.6698,-0.039252,-0.063666,0.9972,-6.2037,-15.6893,327.3819,-0.051335,-0.0010933,-0.0020069,-3.8476,-7.1006,94.2249,-0.42511,-0.2313,-0.062985,0.00055465,0.00051201,0.30295,-18.4778,-34.1005,452.5122,-0.65467,-0.35825,-0.04866,724.8143,4.8025,1.2834,1.5356,1.5356,0.00059275,-6.7628,-5.0486,1.1911,283.921,
2.1591,-4.4305,-13.0139,369.3133,-0.039255,-0.063564,0.99721,-6.2122,-15.7054,327.6135,-0.052114,-0.0015813,-0.001786,-3.832,-7.0006,94.1331,-0.34198,-0.23606,-0.16655,0.00048872,0.00044761,0.30302,-18.4007,-33.6153,452.007,-0.53334,-0.37586,-0.045035,724.551,4.8018,1.2833,1.5353,1.5353,0.0005925,-6.7683,-5.0407,1.191,283.9194,
2.1609,-4.4419,-13.0426,369.9131,-0.039258,-0.063469,0.99721,-6.22,-15.7202,327.829,-0.052673,-0.0020134,-0.0022347,-3.8186,-6.9065,94.0473,-0.27352,-0.25544,-0.014602,0.00043136,0.00039297,0.3031,-18.3336,-33.1589,451.5355,-0.41915,-0.39094,-0.041375,724.3058,4.8012,1.2833,1.5351,1.5351,0.00059227,-6.7735,-5.0332,1.1909,283.918,
2.1627,-4.4533,-13.0714,370.5132,-0.039263,-0.063372,0.99722,-6.2278,-15.7348,328.0444,-0.053105,-0.0024771,-0.0024552,-3.8061,-6.8117,93.9611,-0.20122,-0.26857,0.053071,0.00038025,0.00034645,0.30317,-18.2714,-32.6996,451.0621,-0.30416,-0.40466,-0.037645,724.0607,4.8005,1.2832,1.5349,1.5349,0.00059204,-6.7787,-5.0258,1.1909,283.9166,
2.1645,-4.4647,-13.1002,371.1137,-0.039268,-0.063275,0.99722,-6.2356,-15.7493,328.2596,-0.053417,-0.0029848,-0.0022253,-3.7947,-6.7165,93.8743,-0.122,-0.2701,-0.047442,0.00033858,0.00031194,0.30324,-18.214,-32.2385,450.586,-0.18877,-0.417,-0.033907,723.8155,4.7999,1.2831,1.5347,1.5347,0.00059181,-6.7839,-5.0183,1.1908,283.9152,
2.1664,-4.4761,-13.1291,371.7146,-0.039274,-0.063177,0.99723,-6.2433,-15.7636,328.4748,-0.053589,-0.0035021,-0.00206,-3.7843,-6.6213,93.7867,-0.043763,-0.27238,-0.12186,0.00031032,0.00029372,0.30332,-18.1617,-31.777,450.1057,-0.073335,-0.42792,-0.030059,723.5703,4.7992,1.283,1.5345,1.5345,0.00059157,-6.7891,-5.0109,1.1907,283.9138,
2.1682,-4.4874,-13.1575,372.3078,-0.039281,-0.06308,0.99724,-6.251,-15.7775,328.6869,-0.053602,-0.0039904,-0.0024291,-3.775,-6.5274,93.6992,0.025232,-0.28655,0.0075457,0.00029919,0.00029444,0.30339,-18.115,-31.3227,449.6269,0.040196,-0.43728,-0.026062,723.3285,4.7986,1.283,1.5343,1.5343,0.00059135,-6.7942,-5.0035,1.1906,283.9123,
2.17,-4.4987,-13.186,372.9014,-0.039289,-0.062984,0.99724,-6.2586,-15.7912,328.8989,-0.05349,-0.0045012,-0.0026032,-3.7668,-6.434,93.6104,0.096627,-0.29523,0.065155,0.00030622,0.00031315,0.30346,-18.0733,-30.8705,449.1425,0.15304,-0.4452,-0.022041,723.0866,4.798,1.2829,1.5341,1.5341,0.00059112,-6.7993,-4.9962,1.1905,283.9109,
2.1718,-4.51,-13.2145,373.4953,-0.039298,-0.062887,0.99725,-6.2662,-15.8048,329.1107,-0.053262,-0.0050463,-0.0023636,-3.7597,-6.3413,93.5206,0.17345,-0.29319,-0.031883,0.00032973,0.00034637,0.30353,-18.0367,-30.4217,448.6528,0.26484,-0.45166,-0.018058,722.8447,4.7974,1.2828,1.5339,1.5339,0.00059089,-6.8044,-4.9888,1.1905,283.9095,
2.1736,-4.5213,-13.2431,374.0897,-0.039308,-0.062791,0.99725,-6.2738,-15.8183,329.3225,-0.0529,-0.0055941,-0.0021866,-3.7536,-6.2496,93.4298,0.24839,-0.29181,-0.1035,0.00036591,0.00038971,0.30361,-18.0052,-29.9778,448.1589,0.37525,-0.45665,-0.014018,722.6029,4.7967,1.2827,1.5337,1.5337,0.00059066,-6.8095,-4.9815,1.1904,283.9081,
2.1754,-4.5326,-13.2716,374.6838,-0.039319,-0.062697,0.99726,-6.2814,-15.8315,329.5339,-0.052388,-0.0061125,-0.0025448,-3.7487,-6.1592,93.3385,0.31408,-0.30234,0.029382,0.00041069,0.00043941,0.30368,-17.979,-29.5404,447.6623,0.4838,-0.46017,-0.0098345,722.3612,4.7961,1.2827,1.5335,1.5335,0.00059043,-6.8147,-4.9741,1.1903,283.9067,
2.1772,-4.544,-13.3002,375.2783,-0.03933,-0.062603,0.99726,-6.289,-15.8446,329.7451,-0.051757,-0.0066467,-0.0027017,-3.7448,-6.0704,93.2466,0.38137,-0.3072,0.08794,0.00046082,0.00049278,0.30375,-17.9581,-29.1103,447.1634,0.59028,-0.4622,-0.0056804,722.1196,4.7955,1.2826,1.5333,1.5333,0.0005902,-6.8198,-4.9667,1.1902,283.9053,
2.179,-4.5553,-13.3288,375.8732,-0.039343,-0.06251,0.99727,-6.2965,-15.8576,329.9563,-0.05102,-0.0072103,-0.0024124,-3.742,-5.9833,93.1544,0.4537,-0.3006,-0.020785,0.00051397,0.00054799,0.30382,-17.9425,-28.689,446.6629,0.69436,-0.46274,-0.0016239,721.878,4.7949,1.2825,1.5331,1.5331,0.00058998,-6.8249,-4.9593,1.1901,283.9039,
2.1808,-4.5667,-13.3574,376.4685,-0.039357,-0.062419,0.99727,-6.3041,-15.8703,330.1673,-0.050159,-0.007769,-0.0021948,-3.7404,-5.8982,93.0619,0.52313,-0.29487,-0.10062,0.00056849,0.00060374,0.3039,-17.9323,-28.2774,446.1611,0.7957,-0.4618,0.0024374,721.6363,4.7942,1.2825,1.5328,1.5328,0.00058975,-6.8301,-4.952,1.1901,283.9025,
2.1826,-4.5778,-13.3855,377.0535,-0.039371,-0.062331,0.99728,-6.3115,-15.8828,330.3744,-0.049176,-0.0082803,-0.0025436,-3.7398,-5.8169,92.9708,0.5809,-0.30177,0.036224,0.00062228,0.00065813,0.30397,-17.9273,-27.8839,445.6673,0.89225,-0.45944,0.0065281,721.399,4.7936,1.2824,1.5326,1.5326,0.00058952,-6.8351,-4.9447,1.19,283.9011,
2.1843,-4.589,-13.4137,377.6389,-0.039387,-0.062245,0.99728,-6.319,-15.895,330.5813,-0.048091,-0.0088009,-0.0026879,-3.7403,-5.738,92.8795,0.63957,-0.30299,0.097245,0.00067553,0.00071154,0.30404,-17.9274,-27.5021,445.1727,0.98558,-0.45568,0.010537,721.1617,4.793,1.2823,1.5324,1.5324,0.0005893,-6.8402,-4.9375,1.1899,283.8997,
2.1861,-4.6002,-13.4418,378.2246,-0.039403,-0.062161,0.99729,-6.3264,-15.9072,330.7882,-0.046917,-0.0093442,-0.0023822,-3.7419,-5.6617,92.7881,0.70266,-0.29275,-0.010993,0.00072763,0.00076347,0.30411,-17.9326,-27.1329,444.6774,1.0754,-0.45051,0.014397,720.9244,4.7924,1.2822,1.5322,1.5322,0.00058908,-6.8452,-4.9302,1.1898,283.8984,
2.1879,-4.6114,-13.47,378.8107,-0.03942,-0.062079,0.99729,-6.3338,-15.9192,330.9949,-0.045639,-0.0098762,-0.0021454,-3.7445,-5.5882,92.6965,0.7622,-0.28336,-0.091437,0.00077814,0.00081354,0.30418,-17.9427,-26.7774,444.1815,1.1615,-0.44397,0.018212,720.6871,4.7918,1.2822,1.532,1.532,0.00058885,-6.8503,-4.9229,1.1898,283.897,
2.1896,-4.6224,-13.4977,379.3856,-0.039438,-0.062001,0.9973,-6.3411,-15.9308,331.1973,-0.044268,-0.010355,-0.0024656,-3.748,-5.5191,92.6066,0.80967,-0.28648,0.041311,0.00082576,0.00086051,0.30425,-17.9572,-26.4429,443.6949,1.2419,-0.43627,0.022005,720.4545,4.7912,1.2821,1.5318,1.5318,0.00058863,-6.8552,-4.9158,1.1897,283.8956,
2.1914,-4.6335,-13.5253,379.9608,-0.039457,-0.061925,0.9973,-6.3485,-15.9423,331.3997,-0.042817,-0.010837,-0.0025901,-3.7524,-5.4531,92.5166,0.85735,-0.28422,0.10125,0.00087121,0.00090514,0.30432,-17.9764,-26.1233,443.2078,1.3183,-0.42729,0.025674,720.2219,4.7906,1.282,1.5316,1.5316,0.00058841,-6.8602,-4.9087,1.1896,283.8943,
2.1931,-4.6445,-13.553,380.5364,-0.039476,-0.061852,0.9973,-6.3558,-15.9537,331.602,-0.041297,-0.011334,-0.0022853,-3.7578,-5.3903,92.4264,0.90864,-0.27111,-0.00078127,0.00091427,0.00094722,0.30439,-18,-25.8192,442.7203,1.3903,-0.41707,0.029155,719.9893,4.79,1.282,1.5314,1.5314,0.00058819,-6.8652,-4.9015,1.1895,283.8929,
2.1948,-4.6555,-13.5807,381.1123,-0.039496,-0.061782,0.99731,-6.3631,-15.9651,331.8041,-0.039696,-0.011815,-0.0020431,-3.7641,-5.3309,92.3362,0.95601,-0.25879,-0.077579,0.00095472,0.00098657,0.30446,-18.0279,-25.5314,442.2324,1.4579,-0.40565,0.032548,719.7567,4.7894,1.2819,1.5312,1.5312,0.00058797,-6.8701,-4.8944,1.1895,283.8915,
2.1966,-4.6665,-13.6082,381.6823,-0.039517,-0.061715,0.99731,-6.3704,-15.9762,332.0038,-0.038017,-0.012244,-0.002335,-3.7712,-5.2756,92.2468,0.99176,-0.25849,0.050356,0.000992,0.0010226,0.30453,-18.0596,-25.2635,441.7495,1.5201,-0.39322,0.035913,719.5266,4.7888,1.2818,1.531,1.531,0.00058776,-6.8751,-4.8873,1.1894,283.8902,
2.1983,-4.6774,-13.6356,382.2526,-0.039539,-0.061652,0.99731,-6.3776,-15.9872,332.2035,-0.036279,-0.01267,-0.0024395,-3.7791,-5.2238,92.1573,1.0272,-0.25313,0.10824,0.0010264,0.0010558,0.3046,-18.0952,-25.0127,441.2661,1.5775,-0.37968,0.039117,719.2965,4.7882,1.2818,1.5308,1.5308,0.00058754,-6.88,-4.8803,1.1893,283.8888,
2.2,-4.6884,-13.6631,382.8233,-0.039561,-0.061591,0.99732,-6.3849,-15.9981,332.403,-0.034494,-0.013106,-0.002128,-3.7879,-5.1758,92.0678,1.0657,-0.23736,0.0086612,0.0010578,0.0010858,0.30466,-18.1347,-24.7797,440.7825,1.63,-0.36509,0.0421,719.0665,4.7876,1.2817,1.5306,1.5306,0.00058732,-6.8849,-4.8732,1.1892,283.8875,
2.2017,-4.6993,-13.6905,383.3943,-0.039584,-0.061533,0.99732,-6.3922,-16.0089,332.6024,-0.032651,-0.013521,-0.0018771,-3.7973,-5.1316,91.9781,1.0999,-0.22243,-0.066703,0.0010862,0.0011127,0.30473,-18.1777,-24.5649,440.2985,1.6775,-0.34949,0.04496,718.8364,4.787,1.2816,1.5304,1.5304,0.00058711,-6.8898,-4.8661,1.1891,283.8861,
2.2034,-4.7103,-13.7179,383.9624,-0.039608,-0.061479,0.99732,-6.3995,-16.0196,332.8006,-0.030746,-0.013884,-0.0021497,-3.8074,-5.0915,91.8889,1.1226,-0.21934,0.058869,0.0011112,0.0011362,0.3048,-18.224,-24.3698,439.8169,1.7195,-0.33304,0.047776,718.6076,4.7864,1.2816,1.5303,1.5303,0.00058689,-6.8947,-4.8591,1.1891,283.8848,
2.2051,-4.7212,-13.7453,384.5309,-0.039632,-0.061428,0.99732,-6.4068,-16.0303,332.9987,-0.028804,-0.014239,-0.0022389,-3.8183,-5.0553,91.7996,1.1446,-0.21141,0.11553,0.001133,0.0011564,0.30487,-18.2734,-24.1935,439.335,1.7564,-0.31568,0.050401,718.3788,4.7858,1.2815,1.5301,1.5301,0.00058667,-6.8996,-4.852,1.189,283.8835,
2.2068,-4.7321,-13.7726,385.0998,-0.039657,-0.061381,0.99733,-6.4142,-16.0409,333.1966,-0.02684,-0.0146,-0.0019176,-3.8297,-5.023,91.7102,1.1694,-0.19332,0.016162,0.0011515,0.0011733,0.30494,-18.3259,-24.0363,438.8529,1.7879,-0.29748,0.052774,718.15,4.7852,1.2814,1.5299,1.5299,0.00058646,-6.9045,-4.845,1.1889,283.8821,
2.2085,-4.7431,-13.8,385.6689,-0.039682,-0.061336,0.99733,-6.4215,-16.0514,333.3944,-0.02484,-0.014936,-0.0016567,-3.8417,-4.9949,91.6207,1.1897,-0.17621,-0.059248,0.0011666,0.0011868,0.30501,-18.3811,-23.8986,438.3704,1.8141,-0.27849,0.054996,717.9212,4.7846,1.2813,1.5297,1.5297,0.00058624,-6.9095,-4.8379,1.1888,283.8808,
2.2102,-4.754,-13.8274,386.2365,-0.039708,-0.061296,0.99733,-6.4288,-16.0619,333.5914,-0.0228,-0.015217,-0.0019148,-3.8542,-4.9709,91.5315,1.1985,-0.17093,0.064724,0.0011784,0.0011969,0.30507,-18.4388,-23.7809,437.8894,1.8347,-0.25885,0.057155,717.6932,4.784,1.2813,1.5295,1.5295,0.00058603,-6.9144,-4.8309,1.1888,283.8794,
2.2119,-4.765,-13.8547,386.8043,-0.039734,-0.061259,0.99733,-6.4362,-16.0723,333.7882,-0.020747,-0.015487,-0.0019926,-3.8673,-4.951,91.4422,1.2064,-0.16102,0.12047,0.0011868,0.0012036,0.30514,-18.4989,-23.6828,437.4082,1.8499,-0.23855,0.059098,717.4652,4.7834,1.2812,1.5293,1.5293,0.00058581,-6.9193,-4.8239,1.1887,283.8781,
2.2136,-4.7759,-13.8821,387.3725,-0.039761,-0.061225,0.99733,-6.4436,-16.0827,333.985,-0.018695,-0.015759,-0.0016652,-3.8808,-4.9352,91.3528,1.2169,-0.14122,0.021608,0.0011918,0.0012069,0.30521,-18.5611,-23.6044,436.9267,1.8597,-0.21764,0.060769,717.2372,4.7829,1.2811,1.5291,1.5291,0.0005856,-6.9242,-4.8168,1.1886,283.8767,
2.2153,-4.7869,-13.9095,387.9411,-0.039788,-0.061195,0.99733,-6.451,-16.0931,334.1816,-0.016633,-0.016004,-0.0013982,-3.8946,-4.9236,91.2634,1.2229,-0.12253,-0.053593,0.0011934,0.0012068,0.30528,-18.6252,-23.5458,436.4451,1.8639,-0.19619,0.062267,717.0092,4.7823,1.2811,1.5289,1.5289,0.00058538,-6.9291,-4.8098,1.1885,283.8754,
2.217,-4.7979,-13.9368,388.5094,-0.039815,-0.061169,0.99733,-6.4584,-16.1034,334.3779,-0.01455,-0.016192,-0.0016445,-3.9089,-4.916,91.1739,1.2174,-0.11567,0.068565,0.0011916,0.0012033,0.30535,-18.6909,-23.5069,435.9636,1.8627,-0.1743,0.063688,716.7815,4.7817,1.281,1.5287,1.5287,0.00058517,-6.934,-4.8027,1.1885,283.874,
2.2187,-4.8089,-13.9642,389.0781,-0.039843,-0.061146,0.99733,-6.4659,-16.1138,334.5741,-0.012477,-0.016367,-0.0017135,-3.9234,-4.9126,91.0844,1.2111,-0.10439,0.1232,0.0011865,0.0011965,0.30542,-18.7581,-23.4875,435.482,1.856,-0.15199,0.064877,716.5537,4.7811,1.2809,1.5285,1.5285,0.00058495,-6.9389,-4.7957,1.1884,283.8727,
2.2204,-4.8199,-13.9916,389.6471,-0.039871,-0.061126,0.99733,-6.4734,-16.1241,334.7702,-0.010431,-0.016542,-0.0013838,-3.9382,-4.9132,90.9949,1.2073,-0.083527,0.025063,0.001178,0.0011864,0.30548,-18.8265,-23.4877,435.0002,1.844,-0.12934,0.06578,716.3259,4.7805,1.2809,1.5283,1.5283,0.00058474,-6.9438,-4.7886,1.1883,283.8714,
2.2221,-4.8309,-14.019,390.2164,-0.039899,-0.06111,0.99733,-6.4809,-16.1344,334.9662,-0.0083975,-0.016687,-0.0011146,-3.9532,-4.9179,90.9053,1.199,-0.063928,-0.049673,0.0011664,0.001173,0.30555,-18.8959,-23.507,434.5183,1.8266,-0.10641,0.066499,716.0981,4.7799,1.2808,1.5281,1.5281,0.00058452,-6.9487,-4.7816,1.1882,283.87,
2.2238,-4.8419,-14.0465,390.7875,-0.039928,-0.061097,0.99733,-6.4884,-16.1448,335.1625,-0.0063606,-0.016776,-0.0013524,-3.9684,-4.9265,90.8154,1.1795,-0.056119,0.070707,0.0011514,0.0011564,0.30562,-18.9662,-23.5455,434.035,1.8038,-0.083239,0.067131,715.8698,4.7793,1.2807,1.5279,1.5279,0.00058431,-6.9536,-4.7745,1.1882,283.8687,
2.2256,-4.853,-14.0741,391.359,-0.039957,-0.061088,0.99733,-6.496,-16.1552,335.3587,-0.0043586,-0.01685,-0.0014156,-3.9837,-4.9391,90.7255,1.1592,-0.044118,0.1241,0.0011333,0.0011367,0.30569,-19.0369,-23.6027,433.5516,1.7758,-0.059922,0.067522,715.6414,4.7787,1.2807,1.5277,1.5277,0.00058409,-6.9586,-4.7674,1.1881,283.8673,
2.2273,-4.8641,-14.1016,391.9307,-0.039985,-0.061082,0.99733,-6.5036,-16.1657,335.5547,-0.0024059,-0.016922,-0.0010862,-3.999,-4.9556,90.6355,1.1416,-0.022822,0.0264,0.0011121,0.0011139,0.30576,-19.1079,-23.6784,433.068,1.7427,-0.036533,0.067622,715.413,4.7781,1.2806,1.5275,1.5275,0.00058387,-6.9635,-4.7603,1.188,283.866,
2.229,-4.8752,-14.1292,392.5028,-0.040014,-0.06108,0.99733,-6.5113,-16.1761,335.7507,-0.00049002,-0.016964,-0.0008179,-4.0144,-4.9758,90.5455,1.1198,-0.0029621,-0.047952,0.0010879,0.0010882,0.30582,-19.1789,-23.772,432.5843,1.7046,-0.013145,0.067533,715.1847,4.7775,1.2805,1.5273,1.5273,0.00058366,-6.9684,-4.7532,1.1879,283.8646,
2.2307,-4.8864,-14.1569,393.0787,-0.040043,-0.061081,0.99733,-6.519,-16.1867,335.9477,0.0014124,-0.016949,-0.0010512,-4.0298,-4.9998,90.4549,1.0868,0.0051,0.070898,0.0010607,0.0010594,0.30589,-19.25,-23.8838,432.0976,1.6614,0.010294,0.067352,714.955,4.7769,1.2805,1.5271,1.5271,0.00058344,-6.9734,-4.7461,1.1879,283.8632,
2.2324,-4.8975,-14.1847,393.6549,-0.040073,-0.061084,0.99733,-6.5267,-16.1973,336.1445,0.0032572,-0.016918,-0.001112,-4.045,-5.0274,90.3642,1.0534,0.017151,0.12305,0.0010306,0.0010279,0.30596,-19.3206,-24.0128,431.6109,1.6133,0.033597,0.066928,714.7253,4.7763,1.2804,1.5269,1.5269,0.00058323,-6.9784,-4.7389,1.1878,283.8619,
2.2341,-4.9087,-14.2125,394.2314,-0.040102,-0.061091,0.99733,-6.5345,-16.208,336.3413,0.0050303,-0.016885,-0.00078548,-4.0602,-5.0586,90.2736,1.023,0.038226,0.025511,0.00099786,0.00099373,0.30603,-19.3904,-24.1584,431.124,1.5607,0.056691,0.066217,714.4956,4.7758,1.2803,1.5267,1.5267,0.00058301,-6.9833,-4.7318,1.1877,283.8605,
2.2358,-4.9199,-14.2403,394.8083,-0.04013,-0.061102,0.99732,-6.5422,-16.2187,336.5379,0.0067446,-0.016823,-0.00052134,-4.0751,-5.093,90.1828,0.98866,0.057675,-0.048518,0.00096253,0.00095708,0.3061,-19.4591,-24.32,430.6371,1.5036,0.079504,0.06532,714.2658,4.7752,1.2803,1.5265,1.5265,0.00058279,-6.9883,-4.7247,1.1876,283.8592,
2.2376,-4.9313,-14.2684,395.3909,-0.040159,-0.061115,0.99732,-6.5501,-16.2296,336.7362,0.0084281,-0.016703,-0.00075408,-4.0899,-5.1311,90.0912,0.94345,0.065289,0.06899,0.00092441,0.00091772,0.30617,-19.5273,-24.4985,430.1455,1.4417,0.10216,0.064328,714.034,4.7746,1.2802,1.5263,1.5263,0.00058257,-6.9933,-4.7174,1.1876,283.8578,
2.2393,-4.9426,-14.2965,395.9739,-0.040188,-0.06113,0.99732,-6.558,-16.2405,336.9344,0.010033,-0.016569,-0.00081572,-4.1043,-5.1722,89.9996,0.89819,0.076701,0.11989,0.00088398,0.00087613,0.30624,-19.5939,-24.6919,429.6538,1.3756,0.1244,0.063102,713.8021,4.774,1.2801,1.5261,1.5261,0.00058235,-6.9984,-4.7102,1.1875,283.8564,
2.241,-4.954,-14.3246,396.5572,-0.040217,-0.061149,0.99732,-6.566,-16.2516,337.1325,0.011545,-0.016433,-0.00049531,-4.1184,-5.2163,89.9079,0.85633,0.09688,0.022417,0.00084142,0.00083251,0.30631,-19.6587,-24.8993,429.1621,1.3056,0.14615,0.061599,713.5702,4.7734,1.28,1.5259,1.5259,0.00058214,-7.0034,-4.703,1.1874,283.855,
2.2427,-4.9653,-14.3527,397.1409,-0.040245,-0.06117,0.99732,-6.574,-16.2627,337.3305,0.012978,-0.016269,-0.00023881,-4.1321,-5.2632,89.8161,0.81109,0.11523,-0.051221,0.00079691,0.00078705,0.30638,-19.7215,-25.12,428.6704,1.2319,0.16735,0.059924,713.3383,4.7728,1.28,1.5257,1.5257,0.00058192,-7.0084,-4.6957,1.1873,283.8536,
2.2445,-4.9769,-14.3812,397.7326,-0.040273,-0.061194,0.99731,-6.5821,-16.274,337.5309,0.014364,-0.016048,-0.00047462,-4.1455,-5.3133,89.7232,0.75524,0.1217,0.065051,0.00075005,0.00073935,0.30645,-19.7829,-25.356,428.1721,1.1538,0.18817,0.058155,713.1034,4.7721,1.2799,1.5255,1.5255,0.0005817,-7.0135,-4.6884,1.1872,283.8522,
2.2463,-4.9884,-14.4098,398.3246,-0.040301,-0.06122,0.99731,-6.5902,-16.2855,337.7312,0.015651,-0.015814,-0.00054039,-4.1584,-5.366,89.6302,0.69991,0.13178,0.11464,0.00070165,0.00069025,0.30652,-19.8417,-25.6039,427.6737,1.0724,0.2083,0.056168,712.8685,4.7715,1.2798,1.5253,1.5253,0.00058147,-7.0187,-4.6811,1.1872,283.8508,
2.248,-5,-14.4383,398.917,-0.040329,-0.061249,0.99731,-6.5983,-16.297,337.9314,0.016828,-0.015581,-0.00022932,-4.1706,-5.4208,89.5371,0.64855,0.15039,0.017228,0.00065196,0.00064002,0.30659,-19.8978,-25.8624,427.1752,0.98801,0.22767,0.053924,712.6335,4.7709,1.2798,1.5251,1.5251,0.00058125,-7.0238,-4.6737,1.1871,283.8494,
2.2498,-5.0116,-14.4669,399.5098,-0.040356,-0.061279,0.9973,-6.6065,-16.3086,338.1314,0.017909,-0.015322,1.5884e-005,-4.1823,-5.4778,89.444,0.59441,0.16697,-0.055869,0.00060131,0.00058901,0.30666,-19.951,-26.1307,426.6767,0.9009,0.24621,0.051531,712.3986,4.7703,1.2797,1.5249,1.5249,0.00058103,-7.0289,-4.6664,1.187,283.848,
2.2515,-5.0234,-14.496,400.1132,-0.040383,-0.061312,0.9973,-6.6148,-16.3206,338.3348,0.018925,-0.015007,-0.00022645,-4.1935,-5.5376,89.3492,0.53001,0.17159,0.059236,0.00054915,0.00053672,0.30673,-20.0018,-26.4125,426.1693,0.80979,0.26417,0.049046,712.1596,4.7697,1.2796,1.5247,1.5247,0.0005808,-7.0341,-4.6589,1.1869,283.8466,
2.2533,-5.0352,-14.5252,400.717,-0.040409,-0.061346,0.9973,-6.6232,-16.3326,338.538,0.019826,-0.014682,-0.00029938,-4.204,-5.599,89.2544,0.46685,0.17968,0.10744,0.00049681,0.00048454,0.3068,-20.0492,-26.7023,425.6617,0.71649,0.28116,0.046371,711.9206,4.7691,1.2796,1.5245,1.5245,0.00058058,-7.0393,-4.6514,1.1868,283.8452,
2.2551,-5.047,-14.5543,401.3211,-0.040435,-0.061382,0.99729,-6.6315,-16.3448,338.7411,0.020602,-0.01436,-9.2355e-007,-4.2137,-5.6619,89.1595,0.40834,0.19606,0.010125,0.0004449,0.00043315,0.30687,-20.0929,-26.9987,425.1538,0.62131,0.29713,0.043468,711.6816,4.7685,1.2795,1.5243,1.5243,0.00058035,-7.0445,-4.6439,1.1868,283.8438,
2.2569,-5.0588,-14.5835,401.9256,-0.04046,-0.06142,0.99729,-6.6399,-16.3571,338.944,0.021268,-0.014017,0.00022938,-4.2226,-5.726,89.0644,0.34779,0.2102,-0.062222,0.00039421,0.00038346,0.30694,-20.1327,-27.3008,424.6454,0.52458,0.31204,0.040448,711.4426,4.7678,1.2794,1.5241,1.5241,0.00058013,-7.0497,-4.6364,1.1867,283.8423,
2.2587,-5.0709,-14.6133,402.5438,-0.040485,-0.061459,0.99729,-6.6485,-16.3698,339.1513,0.021851,-0.013618,-2.2686e-005,-4.2308,-5.7925,88.9671,0.27741,0.21232,0.051751,0.00034482,0.00033579,0.30702,-20.1693,-27.614,424.125,0.42444,0.32611,0.037343,711.1983,4.7672,1.2793,1.5239,1.5239,0.0005799,-7.0551,-4.6288,1.1866,283.8409,
2.2605,-5.0831,-14.6432,403.1624,-0.04051,-0.061499,0.99728,-6.6571,-16.3825,339.3585,0.022307,-0.013214,-0.00010556,-4.2382,-5.8596,88.8694,0.20914,0.21778,0.098466,0.00029966,0.00029327,0.30709,-20.2015,-27.9305,423.6034,0.32338,0.33898,0.034084,710.954,4.7666,1.2793,1.5237,1.5237,0.00057967,-7.0604,-4.6211,1.1865,283.8394,
