Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
4.019997,S,4.019997,0.7628518,0,0.4607003,0,0,30.55631,29.4539,0,49.92892,66.93916,3.697878,-62.9746250224969,-62.8132089111181,-4.5060163129224,877.005487398393,867.682442567668,127.537459053252,81.63818,81.63818,2481.579,343.8791
4.029997,S,4.029997,0.7623275,0,0.4607269,0,0,30.55631,29.40495,0,49.92892,66.93916,3.697878,-62.9231240527541,-62.7619956057716,-4.5001609015004,876.377995730244,867.054822625639,127.492457445243,81.63512,81.63512,2490.249,345.1542
4.039998,S,4.039998,0.7618036,0,0.4607535,0,0,30.55631,29.35612,0,49.92892,66.93916,3.697878,-62.8717400798403,-62.7108985294851,-4.49431933574099,875.751022082462,866.427713654361,127.44751425289,81.63206,81.63206,2498.914,346.4289
4.049998,S,4.049998,0.7612802,0,0.4607801,0,0,30.55631,29.30739,0,49.92892,66.93916,3.697878,-62.82046003128,-62.6599047679184,-4.48848894585272,875.124562105132,865.801114620687,127.402629364435,81.629,81.629,2507.572,347.7032
4.059998,S,4.059998,0.7607572,0,0.4608066,0,0,30.55631,29.25873,0,49.92892,66.93916,3.697878,-62.7692509020679,-62.6089815385164,-4.48266544775165,874.498618434508,865.175024819296,127.357802710959,81.62594,81.62594,2516.223,348.977
4.069998,S,4.069998,0.7602345,0,0.4608331,0,0,30.55631,29.21014,0,49.92892,66.93916,3.697878,-62.7181326559839,-62.5581487094942,-4.4768508903475,873.873187957585,864.549443346184,127.313034203056,81.62286,81.62286,2524.869,350.2503
4.079998,S,4.079998,0.7597123,0,0.4608597,0,0,30.55631,29.16167,0,49.92892,66.93916,3.697878,-62.6671274023801,-62.5074281358889,-4.47104961981238,873.248270677689,863.924369078797,127.268323707857,81.61979,81.61979,2533.508,351.5233
4.089999,S,4.089999,0.7591905,0,0.4608862,0,0,30.55631,29.1133,0,49.92892,66.93916,3.697878,-62.6162240906592,-62.456808890182,-4.46525952514841,872.62386448326,863.299801003855,127.223671113604,81.61671,81.61671,2542.141,352.7957
4.099999,S,4.099999,0.7586691,0,0.4609126,0,0,30.55631,29.06499,0,49.92892,66.93916,3.697878,-62.5653886233957,-62.4062571964073,-4.45947489424366,871.999969820758,862.67573844584,127.179076365658,81.61364,81.61364,2550.768,354.0677
4.109999,S,4.109999,0.758148,0,0.4609392,0,0,30.55631,29.01678,0,49.92892,66.93916,3.697878,-62.5146541599871,-62.3558058371202,-4.45370218426814,871.376584587696,862.052180401406,127.134539344811,81.61056,81.61056,2559.388,355.3393
4.119999,S,4.119999,0.7576274,0,0.4609657,0,0,30.55631,28.96867,0,49.92892,66.93916,3.697878,-62.4640356165125,-62.3054697134823,-4.44794214027991,870.75370875966,861.429125718198,127.090059924402,81.60747,81.60747,2568.003,356.6104
4.13,S,4.13,0.7571073,0,0.4609922,0,0,30.55631,28.92062,0,49.92892,66.93916,3.697878,-62.4134739600445,-62.2551902142582,-4.44218675290466,870.131341779784,860.80657382997,127.045638057866,81.60439,81.60439,2576.611,357.8811
4.14,S,4.14,0.7565874,0,0.4610187,0,0,30.55631,28.8727,0,49.92892,66.93916,3.697878,-62.3630493544231,-62.2050468123094,-4.43644856395333,869.509481190659,860.184523375751,127.001273573218,81.60129,81.60129,2585.213,359.1513
4.15,S,4.15,0.7560679,0,0.4610452,0,0,30.55631,28.82483,0,49.92892,66.93916,3.697878,-62.3126796140436,-62.1549580479528,-4.43071447282143,868.888127568668,859.562973809164,126.95696642948,81.59819,81.59819,2593.808,360.4211
4.16,S,4.16,0.7555489,0,0.4610716,0,0,30.55631,28.77709,0,49.92892,66.93916,3.697878,-62.2624457828972,-62.1050043874608,-4.42499546911557,868.267278465483,858.941923779171,126.912716475778,81.59509,81.59509,2602.398,361.6905
4.170001,S,4.170001,0.7550303,0,0.4610981,0,0,30.55631,28.72941,0,49.92892,66.93916,3.697878,-62.2122649233562,-62.0551033777394,-4.4192818049926,867.64693336243,858.321372759264,126.868523658716,81.59199,81.59199,2610.981,362.9594
4.180001,S,4.180001,0.754512,0,0.4611245,0,0,30.55631,28.6818,0,49.92892,66.93916,3.697878,-62.1621660008749,-62.0052838277011,-4.4135767090375,867.027092571853,857.701319934846,126.824387892612,81.58888,81.58888,2619.558,364.2279
4.190001,S,4.190001,0.7539942,0,0.4611509,0,0,30.55631,28.63431,0,49.92892,66.93916,3.697878,-62.1121949891762,-61.9555914342411,-4.40788570709768,866.407754839309,857.081764034352,126.780309036526,81.58577,81.58577,2628.129,365.4959
4.200001,S,4.200001,0.7534767,0,0.4611775,0,0,30.55631,28.58689,0,49.92892,66.93916,3.697878,-62.0623029458446,-61.9059775202319,-4.40220333541391,865.788918275114,856.462704272987,126.736287004156,81.58266,81.58266,2636.693,366.7635
4.210001,S,4.210001,0.7529597,0,0.4612039,0,0,30.55631,28.53957,0,49.92892,66.93916,3.697878,-62.0125038051234,-61.8564559934241,-4.39653046322061,865.170581967612,855.844139726879,126.692321700506,81.57954,81.57954,2645.252,368.0306
4.220002,S,4.220002,0.752443,0,0.4612303,0,0,30.55631,28.49232,0,49.92892,66.93916,3.697878,-61.962778642739,-61.8070079790132,-4.39086572457798,864.552746309515,855.226069660904,126.648413044242,81.57642,81.57642,2653.804,369.2973
4.230002,S,4.230002,0.7519267,0,0.4612567,0,0,30.55631,28.44517,0,49.92892,66.93916,3.697878,-61.9131713139266,-61.757677187073,-4.38521272060006,863.935409026739,854.608492902837,126.604560918016,81.5733,81.5733,2662.35,370.5636
4.240002,S,4.240002,0.7514108,0,0.4612832,0,0,30.55631,28.39811,0,49.92892,66.93916,3.697878,-61.8636480086128,-61.7084298416373,-4.37956977490616,863.318570414612,853.991408618214,126.560765221246,81.57018,81.57018,2670.89,371.8294
4.250002,S,4.250002,0.7508953,0,0.4613096,0,0,30.55631,28.35112,0,49.92892,66.93916,3.697878,-61.814200583909,-61.65925799542,-4.37393384517581,862.702228611014,853.374816052042,126.517025883772,81.56704,81.56704,2679.424,373.0948
4.260003,S,4.260003,0.7503802,0,0.4613359,0,0,30.55631,28.30423,0,49.92892,66.93916,3.697878,-61.7648581147126,-61.6101904573334,-4.36830971219834,862.086382586511,852.75871416124,126.473342787626,81.56391,81.56391,2687.951,374.3598
4.270003,S,4.270003,0.7498654,0,0.4613624,0,0,30.55631,28.25741,0,49.92892,66.93916,3.697878,-61.7155986160435,-61.5612053723406,-4.36269476827048,861.471032647574,852.143102121277,126.429715840918,81.56078,81.56078,2696.473,375.6243
4.280003,S,4.280003,0.7493511,0,0.4613887,0,0,30.55631,28.2107,0,49.92892,66.93916,3.697878,-61.6664460410928,-61.5123265823,-4.35709143483098,860.856176626309,851.527978869203,126.386144927544,81.55763,81.55763,2704.988,376.8884
4.290003,S,4.290003,0.7488371,0,0.4614151,0,0,30.55631,28.16406,0,49.92892,66.93916,3.697878,-61.6173623966332,-61.4635163376024,-4.35149493109051,860.241813847126,850.913343719565,126.342629979206,81.5545,81.5545,2713.497,378.152
4.300004,S,4.300004,0.7483236,0,0.4614414,0,0,30.55631,28.11752,0,49.92892,66.93916,3.697878,-61.5683907047136,-61.414817354911,-4.34591109333734,859.627944332858,850.299195559743,126.299170869244,81.55135,81.55135,2722,379.4152
4.310004,S,4.310004,0.7478104,0,0.4614678,0,0,30.55631,28.07104,0,49.92892,66.93916,3.697878,-61.5194809714433,-61.3661799636871,-4.34033358857781,859.014566356645,849.685533773822,126.255767534328,81.54819,81.54819,2730.497,380.678
4.320004,S,4.320004,0.7472976,0,0.4614942,0,0,30.55631,28.02466,0,49.92892,66.93916,3.697878,-61.4706790470048,-61.3176498608262,-4.33476620419049,858.401678859751,849.072357288919,126.212419873255,81.54504,81.54504,2738.988,381.9403
4.330004,S,4.330004,0.7467852,0,0.4615205,0,0,30.55631,27.97837,0,49.92892,66.93916,3.697878,-61.4219671862884,-61.2692091649346,-4.32921024402701,857.789282082524,848.459665210964,126.169127771782,81.54189,81.54189,2747.472,383.2022
4.340004,S,4.340004,0.7462732,0,0.4615468,0,0,30.55631,27.93217,0,49.92892,66.93916,3.697878,-61.3733441967926,-61.2208568826012,-4.3236628520314,857.177374031636,847.847456655822,126.125891144228,81.53873,81.53873,2755.951,384.4637
4.350005,S,4.350005,0.7457615,0,0.4615732,0,0,30.55631,27.88604,0,49.92892,66.93916,3.697878,-61.3248041983601,-61.1725870533617,-4.31812495952627,856.565953894094,847.235730798962,126.082709895598,81.53556,81.53556,2764.423,385.7248
4.360005,S,4.360005,0.7452502,0,0.4615995,0,0,30.55631,27.84,0,49.92892,66.93916,3.697878,-61.276355109624,-61.1244076245022,-4.31259644233527,855.955020778324,846.624486736379,126.039583932139,81.53239,81.53239,2772.889,386.9854
4.370005,S,4.370005,0.7447394,0,0.4616258,0,0,30.55631,27.79404,0,49.92892,66.93916,3.697878,-61.2279959613362,-61.0763176026117,-4.30707761089926,855.344574926454,846.013723574004,125.996513156993,81.52922,81.52922,2781.35,388.2456
4.380005,S,4.380005,0.7442289,0,0.4616522,0,0,30.55631,27.74816,0,49.92892,66.93916,3.697878,-61.1797177168836,-61.0283080469935,-4.30156678883756,854.734614422214,845.403440507175,125.953497490066,81.52605,81.52605,2789.804,389.5053
4.390006,S,4.390006,0.7437187,0,0.4616785,0,0,30.55631,27.70237,0,49.92892,66.93916,3.697878,-61.1315335291327,-60.9803918719876,-4.29606782561692,854.125138344638,844.793636602085,125.91053681277,81.52287,81.52287,2798.252,390.7646
4.400006,S,4.400006,0.743209,0,0.4617048,0,0,30.55631,27.65666,0,49.92892,66.93916,3.697878,-61.0834311486104,-60.9325571566647,-4.29057563000714,853.516145890698,844.184311044138,125.867631057429,81.51968,81.51968,2806.694,392.0235
4.410006,S,4.410006,0.7426997,0,0.461731,0,0,30.55631,27.61102,0,49.92892,66.93916,3.697878,-61.0354067161612,-60.8847999273817,-4.28509169212437,852.907637422218,843.575463058473,125.824780141466,81.5165,81.5165,2815.129,393.282
4.420006,S,4.420006,0.7421906,0,0.4617574,0,0,30.55631,27.56549,0,49.92892,66.93916,3.697878,-60.9874932732454,-60.837152966694,-4.27962085484611,852.299609600659,842.967091542404,125.781983933874,81.51331,81.51331,2823.559,394.54
4.430007,S,4.430007,0.7416821,0,0.4617836,0,0,30.55631,27.52004,0,49.92892,66.93916,3.697878,-60.9396707302032,-60.7895964063862,-4.27415926870563,851.69206378612,842.359195591928,125.739242342142,81.51012,81.51012,2831.983,395.7976
4.440007,S,4.440007,0.7411739,0,0.4618099,0,0,30.55631,27.47465,0,49.92892,66.93916,3.697878,-60.8919061282029,-60.742097463903,-4.26870327050072,851.084998285969,841.751774630866,125.696555310391,81.50693,81.50693,2840.4,397.0547
4.450007,S,4.450007,0.740666,0,0.4618362,0,0,30.55631,27.42936,0,49.92892,66.93916,3.697878,-60.8442424791693,-60.6946988559074,-4.26325857234331,850.478412110637,841.144827655873,125.65392272562,81.50373,81.50373,2848.812,398.3115
4.460007,S,4.460007,0.7401584,0,0.4618625,0,0,30.55631,27.38414,0,49.92892,66.93916,3.697878,-60.79666576139,-60.6473866746487,-4.2578230632355,849.87230440814,840.538353802682,125.611344495939,81.50053,81.50053,2857.217,399.5678
4.470007,S,4.470007,0.7396513,0,0.4618887,0,0,30.55631,27.33901,0,49.92892,66.93916,3.697878,-60.7491799951086,-60.6001648937699,-4.25239755032355,849.266674287223,839.932352167289,125.568820521386,81.49732,81.49732,2865.616,400.8237
4.480008,S,4.480008,0.7391446,0,0.4619149,0,0,30.55631,27.29396,0,49.92892,66.93916,3.697878,-60.7017741229938,-60.5530225857526,-4.24697979843323,848.661522093204,839.326821954966,125.526350724351,81.49412,81.49412,2874.01,402.0792
4.490008,S,4.490008,0.7386382,0,0.4619412,0,0,30.55631,27.249,0,49.92892,66.93916,3.697878,-60.654468242443,-60.5059796188121,-4.24157378120761,848.056844589943,838.721762172302,125.483934987487,81.49091,81.49091,2882.397,403.3342
4.500008,S,4.500008,0.7381322,0,0.4619674,0,0,30.55631,27.20412,0,49.92892,66.93916,3.697878,-60.6072353232396,-60.4590091708578,-4.23617558709179,847.452643320484,838.117172094107,125.441573232563,81.48769,81.48769,2890.778,404.5889
4.510008,S,4.510008,0.7376266,0,0.4619936,0,0,30.55631,27.15931,0,49.92892,66.93916,3.697878,-60.5600822544415,-60.4121181957649,-4.23078453311588,846.848916373288,837.513050925652,125.399265388178,81.48447,81.48447,2899.153,405.8431
4.520009,S,4.520009,0.7371214,0,0.4620199,0,0,30.55631,27.1146,0,49.92892,66.93916,3.697878,-60.5130322449315,-60.3653295419811,-4.22540657974447,846.245661609184,836.909397643725,125.357011323325,81.48125,81.48125,2907.522,407.0969
4.530009,S,4.530009,0.7366166,0,0.4620461,0,0,30.55631,27.06995,0,49.92892,66.93916,3.697878,-60.4660540882992,-60.3186124137727,-4.22003477310219,845.642880583667,836.30621153307,125.314810976537,81.47802,81.47802,2915.885,408.3502
4.540009,S,4.540009,0.736112,0,0.4620723,0,0,30.55631,27.02539,0,49.92892,66.93916,3.697878,-60.4191568854188,-60.2719757518365,-4.2146717208923,845.040571374186,835.703491789024,125.27266426027,81.47479,81.47479,2924.242,409.6031
4.550009,S,4.550009,0.7356079,0,0.4620985,0,0,30.55631,26.98091,0,49.92892,66.93916,3.697878,-60.3723586125398,-60.2254374375665,-4.20931940993636,844.438731879681,835.10123742811,125.230571067112,81.47156,81.47156,2932.593,410.8557
4.560009,S,4.560009,0.7351041,0,0.4621247,0,0,30.55631,26.93651,0,49.92892,66.93916,3.697878,-60.325637264166,-60.1789756159256,-4.20397492209021,843.837363609159,834.499447685402,125.188531318831,81.46832,81.46832,2940.938,412.1078
4.57001,S,4.57001,0.7346007,0,0.4621508,0,0,30.55631,26.89218,0,49.92892,66.93916,3.697878,-60.2789858729501,-60.1325833330384,-4.19863782273665,843.236464746944,833.898121865512,125.146544941542,81.46508,81.46508,2949.277,413.3594
4.58001,S,4.58001,0.7340977,0,0.462177,0,0,30.55631,26.84794,0,49.92892,66.93916,3.697878,-60.2324305203518,-60.086286417585,-4.19331264431232,842.636034352981,833.297259014766,125.104611816036,81.46184,81.46184,2957.61,414.6107
4.59001,S,4.59001,0.733595,0,0.4622032,0,0,30.55631,26.80378,0,49.92892,66.93916,3.697878,-60.1859649445897,-60.0400789091009,-4.18799485438057,842.036070413038,832.696858239095,125.062731868428,81.45859,81.45859,2965.937,415.8615
4.60001,S,4.60001,0.7330927,0,0.4622294,0,0,30.55631,26.75971,0,49.92892,66.93916,3.697878,-60.1395804512118,-59.9939518668889,-4.18268768152642,841.436574400351,832.096918733836,125.020904992548,81.45534,81.45534,2974.258,417.1119
4.610011,S,4.610011,0.7325908,0,0.4622556,0,0,30.55631,26.71571,0,49.92892,66.93916,3.697878,-60.0932828305335,-59.9479112514138,-4.17738889057562,840.837544330646,831.497439634721,124.979131104576,81.45208,81.45208,2982.573,418.3619
4.620011,S,4.620011,0.7320892,0,0.4622816,0,0,30.55631,26.67178,0,49.92892,66.93916,3.697878,-60.0470610994026,-59.9019461351571,-4.17209730185289,840.23897832603,830.898420186759,124.93741013249,81.44882,81.44882,2990.882,419.6115
4.630011,S,4.630011,0.7315879,0,0.4623078,0,0,30.55631,26.62794,0,49.92892,66.93916,3.697878,-60.0009353539854,-59.8560763863342,-4.16681688900131,839.640877715036,830.299859436274,124.895741964531,81.44556,81.44556,2999.185,420.8607
4.640011,S,4.640011,0.7310872,0,0.462334,0,0,30.55631,26.58418,0,49.92892,66.93916,3.697878,-59.9548765830428,-59.8102731960328,-4.16154374046597,839.043239573372,829.701756717682,124.854126528057,81.4423,81.4423,3007.482,422.1094
4.650012,S,4.650012,0.7305866,0,0.4623601,0,0,30.55631,26.54048,0,49.92892,66.93916,3.697878,-59.9089007159694,-59.7645524588251,-4.15627891174582,838.446064223332,829.104111206452,124.812563739869,81.43903,81.43903,3015.773,423.3578
4.660012,S,4.660012,0.7300866,0,0.4623862,0,0,30.55631,26.49688,0,49.92892,66.93916,3.697878,-59.8630207435507,-59.7189270890513,-4.15102395504518,837.849351861253,828.50692194891,124.771053501246,81.43576,81.43576,3024.058,424.6057
4.670012,S,4.670012,0.7295868,0,0.4624124,0,0,30.55631,26.45335,0,49.92892,66.93916,3.697878,-59.8172069134409,-59.6733672843881,-4.14577855992319,837.253099570168,827.910188289404,124.729595716573,81.43248,81.43248,3032.337,425.8532
4.680012,S,4.680012,0.7290874,0,0.4624385,0,0,30.55631,26.40991,0,49.92892,66.93916,3.697878,-59.7714988361526,-59.6279127812664,-4.14054229176263,836.657306310792,827.313909174919,124.688190294581,81.4292,81.4292,3040.611,427.1003
4.690012,S,4.690012,0.7285883,0,0.4624646,0,0,30.55631,26.36652,0,49.92892,66.93916,3.697878,-59.7258416956731,-59.5825089420939,-4.13531068021505,836.06197385905,826.718084098816,124.646837188703,81.42593,81.42593,3048.878,428.347
4.700013,S,4.700013,0.7280896,0,0.4624907,0,0,30.55631,26.32324,0,49.92892,66.93916,3.697878,-59.6802985842827,-59.537218351749,-4.13009322477092,835.467099961838,826.122711928606,124.605536257378,81.42263,81.42263,3057.139,429.5932
4.710013,S,4.710013,0.7275914,0,0.4625168,0,0,30.55631,26.28002,0,49.92892,66.93916,3.697878,-59.6348173107833,-59.4919893528717,-4.12488042593977,834.872682875158,825.527792048375,124.564287454041,81.41934,81.41934,3065.394,430.8391
4.720013,S,4.720013,0.7270934,0,0.4625429,0,0,30.55631,26.23688,0,49.92892,66.93916,3.697878,-59.5894190904992,-59.4468428070883,-4.11967812000986,834.278724063271,824.933323633592,124.523090673762,81.41605,81.41605,3073.644,432.0845
4.730013,S,4.730013,0.7265958,0,0.4625689,0,0,30.55631,26.19381,0,49.92892,66.93916,3.697878,-59.5440927557018,-59.4017677868801,-4.11448245751446,833.685220545248,824.339305969,124.481945850107,81.41275,81.41275,3081.887,433.3295
4.740014,S,4.740014,0.7260985,0,0.462595,0,0,30.55631,26.15083,0,49.92892,66.93916,3.697878,-59.4988693930689,-59.3567950879811,-4.10929871594828,833.092171311449,823.745738031387,124.440852863866,81.40945,81.40945,3090.125,434.5742
4.750014,S,4.750014,0.7256016,0,0.4626211,0,0,30.55631,26.10792,0,49.92892,66.93916,3.697878,-59.4537168989244,-59.3118929212467,-4.10412124528758,832.499577946701,823.152619115432,124.39981165233,81.40615,81.40615,3098.356,435.8184
4.760014,S,4.760014,0.725105,0,0.4626472,0,0,30.55631,26.06508,0,49.92892,66.93916,3.697878,-59.4086413909009,-59.2670672471414,-4.09895252905928,831.907438558931,822.559948456208,124.358822127956,81.40284,81.40284,3106.582,437.0622
4.770014,S,4.770014,0.7246088,0,0.4626732,0,0,30.55631,26.02233,0,49.92892,66.93916,3.697878,-59.3636508699564,-59.2223260129515,-4.09379362276232,831.315751175774,821.967725209316,124.317884192643,81.39952,81.39952,3114.801,438.3055
4.780015,S,4.780015,0.724113,0,0.4626993,0,0,30.55631,25.97965,0,49.92892,66.93916,3.697878,-59.3187392568866,-59.1776632582122,-4.08864260166333,830.724516164806,821.375948589961,124.27699776754,81.39621,81.39621,3123.015,439.5485
4.790015,S,4.790015,0.7236176,0,0.4627253,0,0,30.55631,25.93706,0,49.92892,66.93916,3.697878,-59.2739185981902,-59.1330909038529,-4.08350170093654,830.133731493918,820.78461769414,124.236162751443,81.39289,81.39289,3131.223,440.7911
4.800015,S,4.800015,0.7231225,0,0.4627514,0,0,30.55631,25.89451,0,49.92892,66.93916,3.697878,-59.2291517885952,-59.0885721936751,-4.07836458758831,829.543398919408,820.193731985411,124.195379106479,81.38957,81.38957,3139.425,442.0332
4.810015,S,4.810015,0.7226276,0,0.4627774,0,0,30.55631,25.85208,0,49.92892,66.93916,3.697878,-59.184499082092,-59.0441667323249,-4.07324274793065,828.953515041074,819.603290331285,124.15464667991,81.38625,81.38625,3147.621,443.275
4.820015,S,4.820015,0.7221332,0,0.4628034,0,0,30.55631,25.80969,0,49.92892,66.93916,3.697878,-59.1398942525136,-58.9998089546916,-4.0681243231225,828.364080532842,819.013292254926,124.113965437588,81.38291,81.38291,3155.811,444.5163
4.830016,S,4.830016,0.7216393,0,0.4628294,0,0,30.55631,25.7674,0,49.92892,66.93916,3.697878,-59.0953873311132,-58.9555485313136,-4.06301626703924,827.775093292206,818.42373678279,124.073335275826,81.37958,81.37958,3163.995,445.7573
4.840016,S,4.840016,0.7211455,0,0.4628555,0,0,30.55631,25.72516,0,49.92892,66.93916,3.697878,-59.0509493635305,-58.9113566532786,-4.05791547527224,827.186553787761,817.834623229425,124.03275612198,81.37624,81.37624,3172.174,446.9978
4.850016,S,4.850016,0.7206521,0,0.4628815,0,0,30.55631,25.68303,0,49.92892,66.93916,3.697878,-59.0066023449887,-58.8672551756235,-4.05282474178926,826.59846112937,817.245950690826,123.992227875468,81.3729,81.3729,3180.346,448.2379
4.860016,S,4.860016,0.7201591,0,0.4629074,0,0,30.55631,25.64095,0,49.92892,66.93916,3.697878,-58.9623233059502,-58.8232212499007,-4.04774152097522,826.010814652827,816.657718491475,123.951750461163,81.36956,81.36956,3188.513,449.4776
4.870017,S,4.870017,0.7196664,0,0.4629335,0,0,30.55631,25.59895,0,49.92892,66.93916,3.697878,-58.9181251898236,-58.7792677904502,-4.04266668206453,825.423612420961,816.069925826709,123.911323795246,81.3662,81.3662,3196.673,450.7169
4.880017,S,4.880017,0.7191741,0,0.4629595,0,0,30.55631,25.55702,0,49.92892,66.93916,3.697878,-58.8740159804024,-58.735402744558,-4.03760103220346,824.836854707802,815.482571812392,123.870947785826,81.36286,81.36286,3204.828,451.9559
4.890017,S,4.890017,0.7186821,0,0.4629854,0,0,30.55631,25.51517,0,49.92892,66.93916,3.697878,-58.8299717810884,-58.6916022703658,-4.03254295709949,824.250539732498,814.895655802807,123.830622357156,81.3595,81.3595,3212.977,453.1944
4.900017,S,4.900017,0.7181905,0,0.4630114,0,0,30.55631,25.47341,0,49.92892,66.93916,3.697878,-58.7860234427015,-58.6478971636074,-4.02749431939783,823.664667701268,814.30917684428,123.790347414862,81.35614,81.35614,3221.12,454.4325
4.910017,S,4.910017,0.7176992,0,0.4630374,0,0,30.55631,25.43169,0,49.92892,66.93916,3.697878,-58.7421271067829,-58.6042437142089,-4.02245145589626,823.07923810719,813.723134420237,123.750122901202,81.35278,81.35278,3229.257,455.6702
4.920018,S,4.920018,0.7172083,0,0.4630634,0,0,30.55631,25.39006,0,49.92892,66.93916,3.697878,-58.6983296472928,-58.5606886124765,-4.01741865067871,822.494248834244,813.137527547202,123.709948715593,81.34941,81.34941,3237.389,456.9075
4.930018,S,4.930018,0.7167177,0,0.4630893,0,0,30.55631,25.34852,0,49.92892,66.93916,3.697878,-58.6546022461678,-58.5172030494979,-4.01239478615809,821.909700345415,812.552355529786,123.669824768628,81.34605,81.34605,3245.514,458.1444
4.940018,S,4.940018,0.7162275,0,0.4631152,0,0,30.55631,25.30704,0,49.92892,66.93916,3.697878,-58.6109586934347,-58.4738009330238,-4.00737862057092,821.32559181959,811.967617533526,123.629750983318,81.34267,81.34267,3253.634,459.3809
4.950018,S,4.950018,0.7157375,0,0.4631413,0,0,30.55631,25.26563,0,49.92892,66.93916,3.697878,-58.5673851732096,-58.4304683553035,-4.00237102315162,820.741921424319,811.383312863033,123.589727273981,81.33929,81.33929,3261.748,460.617
4.960019,S,4.960019,0.715248,0,0.4631672,0,0,30.55631,25.22429,0,49.92892,66.93916,3.697878,-58.5238815283445,-58.3872053163371,-3.99736969663781,820.1586884747,810.79944082292,123.549753577908,81.33591,81.33591,3269.855,461.8527
4.970019,S,4.970019,0.7147588,0,0.4631931,0,0,30.55631,25.18303,0,49.92892,66.93916,3.697878,-58.4804598554135,-58.3440237370536,-3.99237762126177,819.575893317755,810.21600059859,123.509829802588,81.33253,81.33253,3277.958,463.088
4.980019,S,4.980019,0.7142699,0,0.463219,0,0,30.55631,25.14184,0,49.92892,66.93916,3.697878,-58.4371160881333,-58.3009196438101,-3.98739330690736,818.99353519141,809.632991415183,123.46995587041,81.32913,81.32913,3286.054,464.3228
4.990019,S,4.990019,0.7137814,0,0.463245,0,0,30.55631,25.10073,0,49.92892,66.93916,3.697878,-58.3938633012235,-58.2579059509465,-3.98241954754237,818.411612055314,809.050412368695,123.430131675825,81.32574,81.32574,3294.145,465.5573
5.00002,S,5.00002,0.7132932,0,0.4632709,0,0,30.55631,25.05969,0,49.92892,66.93916,3.697878,-58.35067345579,-58.2149548429613,-3.97745212117103,817.830124444506,808.468262833278,123.390357155502,81.32234,81.32234,3302.229,466.7914
5.01002,S,5.01002,0.7128053,0,0.4632968,0,0,30.55631,25.01872,0,49.92892,66.93916,3.697878,-58.3075565727824,-58.1720762539622,-3.97249264208583,817.249070494567,807.886542083741,123.350632229969,81.31895,81.31895,3310.308,468.0251
5.02002,S,5.02002,0.7123178,0,0.4633227,0,0,30.55631,24.97783,0,49.92892,66.93916,3.697878,-58.2645246256346,-58.1292821048785,-3.96754228996208,816.668450525436,807.305249275685,123.310956807956,81.31554,81.31554,3318.381,469.2585
5.03002,S,5.03002,0.7118306,0,0.4633487,0,0,30.55631,24.937,0,49.92892,66.93916,3.697878,-58.2215616634702,-58.0865565011377,-3.96259969885994,816.088262711137,806.724383723657,123.271330811853,81.31213,81.31213,3326.448,470.4914
5.04002,S,5.04002,0.7113438,0,0.4633746,0,0,30.55631,24.89624,0,49.92892,66.93916,3.697878,-58.178680502971,-58.04391235708,-3.95766387536867,815.508506249144,806.14394461306,123.231754173984,81.30872,81.30872,3334.51,471.7239
5.050021,S,5.050021,0.7108572,0,0.4634004,0,0,30.55631,24.85556,0,49.92892,66.93916,3.697878,-58.1358724141245,-58.0013407320084,-3.95273761345605,814.929182732,805.563931218704,123.192226798733,81.30531,81.30531,3342.565,472.956
5.060021,S,5.060021,0.7103711,0,0.4634263,0,0,30.55631,24.81495,0,49.92892,66.93916,3.697878,-58.0931332802534,-57.9588376522798,-3.94781867794784,814.350288026256,804.984342855136,123.152748612836,81.30189,81.30189,3350.615,474.1877
5.070021,S,5.070021,0.7098853,0,0.4634522,0,0,30.55631,24.77441,0,49.92892,66.93916,3.697878,-58.0504680399504,-57.916408084948,-3.94290682049136,813.771823715137,804.405178787232,123.113319545512,81.29846,81.29846,3358.659,475.419
5.080021,S,5.080021,0.7093998,0,0.4634781,0,0,30.55631,24.73395,0,49.92892,66.93916,3.697878,-58.0078927280885,-57.8740679245855,-3.93800464878987,813.193787764344,803.826438120922,123.073939499904,81.29504,81.29504,3366.698,476.65
5.090022,S,5.090022,0.7089146,0,0.463504,0,0,30.55631,24.69355,0,49.92892,66.93916,3.697878,-57.9653834437889,-57.8317933293336,-3.9331104864627,812.61618068374,803.248120200555,123.034608395918,81.29161,81.29161,3374.73,477.8805
5.100022,S,5.100022,0.7084298,0,0.4635298,0,0,30.55631,24.65322,0,49.92892,66.93916,3.697878,-57.9229429791474,-57.7895872794248,-3.92822166371841,812.039000644397,802.670224340678,122.995326180159,81.28818,81.28818,3382.757,479.1107
5.110022,S,5.110022,0.7079453,0,0.4635557,0,0,30.55631,24.61297,0,49.92892,66.93916,3.697878,-57.8805885495324,-57.747466662842,-3.92334358222806,811.462247960743,802.092749686957,122.956092745214,81.28474,81.28474,3390.778,480.3404
